Date,^AXJO,^BSESN,^GSPC,^HSI,^JKSE,^KLSE,^KS11,^N225,^NSEI,^NZ50,^STI,^TWII
2011-04-11,4971.2001953125,19262.5390625,1324.4599609375,24303.0703125,3745.837890625,1544.0,2122.389892578125,9719.7001953125,5785.7001953125,3461.320068359375,3160.43994140625,8880.26953125
2011-04-12,4898.7001953125,19262.5390625,1314.1600341796875,23976.369140625,3719.23291015625,1525.9200439453125,2089.39990234375,9555.259765625,5785.7001953125,3451.340087890625,3138.0,8732.58984375
2011-04-13,4911.0,19696.859375,1314.4100341796875,24135.029296875,3734.4130859375,1535.5899658203125,2121.919921875,9641.1796875,5911.5,3457.6298828125,3172.080078125,8780.2001953125
2011-04-14,4884.2001953125,19696.859375,1314.52001953125,24014.0,3707.97900390625,1525.800048828125,2141.06005859375,9653.919921875,5911.5,3454.47998046875,3158.919921875,8802.73046875
2011-04-15,4852.10009765625,19386.8203125,1319.6800537109375,24008.0703125,3730.511962890625,1521.93994140625,2140.5,9591.51953125,5824.5498046875,3452.68994140625,3153.300048828125,8718.1201171875
2011-04-18,4861.89990234375,19091.169921875,1305.1400146484375,23830.310546875,3727.072998046875,1527.9200439453125,2137.719970703125,9556.650390625,5729.10009765625,3465.169921875,3144.3798828125,8714.48046875
2011-04-19,4793.2998046875,19121.830078125,1312.6199951171875,23520.619140625,3732.64990234375,1521.530029296875,2122.679931640625,9441.0302734375,5740.75,3439.97998046875,3125.3701171875,8638.5498046875
2011-04-20,4859.0,19470.98046875,1330.3599853515625,23896.099609375,3794.761962890625,1531.02001953125,2169.909912109375,9606.8203125,5851.64990234375,3472.800048828125,3165.800048828125,8813.2802734375
2011-04-21,4913.7998046875,19602.23046875,1337.3800048828125,24138.310546875,3801.0810546875,1526.3299560546875,2198.5400390625,9685.76953125,5884.7001953125,3492.39990234375,3194.72998046875,8957.650390625
2011-04-25,4913.7998046875,19584.310546875,1335.25,24138.310546875,3788.5400390625,1524.050048828125,2216.0,9671.9599609375,5874.5,3492.39990234375,3187.719970703125,8950.75
2011-04-26,4913.7998046875,19545.349609375,1347.239990234375,24007.380859375,3774.87109375,1527.3399658203125,2206.300048828125,9558.6904296875,5868.39990234375,3486.47998046875,3171.830078125,8948.1396484375
2011-04-27,4872.89990234375,19448.689453125,1355.6600341796875,23892.83984375,3804.930908203125,1529.9100341796875,2206.699951171875,9691.83984375,5833.89990234375,3492.0400390625,3182.679931640625,9049.25
2011-04-28,4873.0,19292.01953125,1360.47998046875,23805.630859375,3808.928955078125,1535.300048828125,2208.35009765625,9849.740234375,5785.4501953125,3503.760009765625,3184.989990234375,9040.76953125
2011-04-29,4823.2001953125,19135.9609375,1363.6099853515625,23720.810546875,3819.617919921875,1534.949951171875,2192.360107421875,9849.740234375,5749.5,3519.330078125,3172.72998046875,9007.8701171875
2011-05-02,4825.2998046875,18998.01953125,1361.219970703125,23720.810546875,3849.300048828125,1534.949951171875,2228.9599609375,10004.2001953125,5701.2998046875,3497.860107421875,3172.72998046875,9007.8701171875
2011-05-03,4784.60009765625,18534.689453125,1356.6199951171875,23633.25,3813.867919921875,1531.469970703125,2200.72998046875,10004.2001953125,5565.25,3495.110107421875,3153.570068359375,8946.080078125
2011-05-04,4740.10009765625,18469.359375,1347.3199462890625,23315.240234375,3814.927978515625,1528.4300537109375,2180.639892578125,10004.2001953125,5537.14990234375,3495.18994140625,3110.6201171875,8947.349609375
2011-05-05,4753.7001953125,18210.580078125,1335.0999755859375,23261.609375,3816.27197265625,1521.1800537109375,2180.639892578125,10004.2001953125,5459.85009765625,3498.989990234375,3109.85009765625,9018.6103515625
2011-05-06,4743.0,18518.810546875,1340.199951171875,23159.140625,3798.553955078125,1515.5,2147.449951171875,9859.2001953125,5551.4501953125,3506.35009765625,3099.52001953125,8977.23046875
2011-05-09,4756.7998046875,18528.9609375,1346.2900390625,23336.0,3785.449951171875,1519.4100341796875,2139.169921875,9794.3798828125,5551.10009765625,3518.97998046875,3136.93994140625,9035.48046875
2011-05-10,4725.7998046875,18512.76953125,1357.1600341796875,23336.0,3800.52001953125,1523.3699951171875,2139.169921875,9818.759765625,5541.25,3528.75,3156.260009765625,9023.2802734375
2011-05-11,4780.2001953125,18584.9609375,1342.0799560546875,23291.80078125,3838.14208984375,1536.030029296875,2166.6298828125,9864.259765625,5565.0498046875,3558.8701171875,3177.179931640625,9020.400390625
2011-05-12,4696.10009765625,18335.7890625,1348.6500244140625,23073.759765625,3808.7099609375,1532.2900390625,2122.64990234375,9716.650390625,5486.14990234375,3540.31005859375,3130.449951171875,9033.6796875
2011-05-13,4711.39990234375,18531.279296875,1337.77001953125,23276.26953125,3832.02099609375,1540.739990234375,2120.080078125,9648.76953125,5544.75,3535.7900390625,3163.679931640625,9006.6103515625
2011-05-16,4650.0,18345.029296875,1329.469970703125,22960.630859375,3799.22607421875,1536.27001953125,2104.179931640625,9558.2998046875,5499.0,3543.8701171875,3136.47998046875,8911.7099609375
